sample,source file,slope sign,rt mean,rt std,rt var,rt iqr,rt min,rt max,rt amp,rt skew,rt kurt,frac late,n switches,domain len mean mb,domain len median mb,acf 500kb,uuid,case id,file name,case_id,file id,file name_slides,data category,data type,project id,case id_slides,sample id,tissue type,tumor descriptor,specimen type,preservation method
0.207182175514498,/fs/scratch/PAS2942/Alejandro/datasets/meth/41ed49e1-5cfd-4509-9f53-48e567150e18/94d34855-b781-44c3-b9b8-beb33683c615.methylation_array.sesame.level3betas.txt,1.0,0.0192976162809237,0.438050591729669,0.1918883209147131,0.6186620993384973,-1.3419278791708995,1.069767251389149,2.4116951305600485,0.0559892486801039,-0.3646194586769771,0.4999826527426014,1562.0,1.844081893793986,1.2000000000000002,0.7247290536158014,41ed49e1-5cfd-4509-9f53-48e567150e18,TCGA-AQ-A04H,94d34855-b781-44c3-b9b8-beb33683c615.methylation_array.sesame.level3betas.txt,tcga-aq-a04h,74625e83-02aa-4b24-8f93-774bcee4e05e,TCGA-AQ-A04H-01B-01-TS1.8687d3dc-67e8-4367-b1bb-ebae55e7f19e.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-AQ-A04H,TCGA-AQ-A04H-01B,Tumor,Primary,Solid Tissue,Unknown
0.207182175514498,/fs/scratch/PAS2942/Alejandro/datasets/meth/41ed49e1-5cfd-4509-9f53-48e567150e18/94d34855-b781-44c3-b9b8-beb33683c615.methylation_array.sesame.level3betas.txt,1.0,0.0192976162809237,0.438050591729669,0.1918883209147131,0.6186620993384973,-1.3419278791708995,1.069767251389149,2.4116951305600485,0.0559892486801039,-0.3646194586769771,0.4999826527426014,1562.0,1.844081893793986,1.2000000000000002,0.7247290536158014,41ed49e1-5cfd-4509-9f53-48e567150e18,TCGA-AQ-A04H,94d34855-b781-44c3-b9b8-beb33683c615.methylation_array.sesame.level3betas.txt,tcga-aq-a04h,9860afc7-2df3-4a09-9003-21388533e20d,TCGA-AQ-A04H-01B-01-BS1.b648bdec-599a-4d7b-af54-2994a28794a8.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-AQ-A04H,TCGA-AQ-A04H-01B,Tumor,Primary,Solid Tissue,Unknown
0.191859191203364,/fs/scratch/PAS2942/Alejandro/datasets/meth/42924886-3ac9-49e4-af8b-81fc42d1b11f/54012443-c0c0-4358-a7b4-81a7a904eeaa.methylation_array.sesame.level3betas.txt,1.0,0.0041294736006081,0.4201155198174778,0.1764970499915096,0.597610213022435,-1.2317674322905527,0.9546907751263768,2.186458207416929,-0.0609667366732991,-0.4652784927655151,0.4999826527426014,1557.0,1.85,1.2000000000000002,0.733873357966822,42924886-3ac9-49e4-af8b-81fc42d1b11f,TCGA-E9-A249,54012443-c0c0-4358-a7b4-81a7a904eeaa.methylation_array.sesame.level3betas.txt,tcga-e9-a249,d9f17d03-ecc6-4a5a-934d-6438641c976c,TCGA-E9-A249-01A-01-TSA.b0659a1b-2892-4680-9045-23445b67763f.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-E9-A249,TCGA-E9-A249-01A,Tumor,Primary,Solid Tissue,OCT
0.722269267773343,/fs/scratch/PAS2942/Alejandro/datasets/meth/43d26a72-1a94-40a6-a165-35507e6130da/cdb9a75a-8385-4c05-9dd5-5779c1a92479.methylation_array.sesame.level3betas.txt,1.0,2.0527723106543934,4.26877803246482,18.222465890454224,4.962960934309108,-1.577183330619393,17.829358317062127,19.40654164768152,1.4689873417636783,1.354743241239566,0.4999826527426014,522.0,5.511089866156788,3.1,0.9121057669731016,43d26a72-1a94-40a6-a165-35507e6130da,TCGA-A2-A04N,cdb9a75a-8385-4c05-9dd5-5779c1a92479.methylation_array.sesame.level3betas.txt,tcga-a2-a04n,8a75c1a6-273f-4ed1-ba66-0f37ca71f1b1,TCGA-A2-A04N-01A-01-TSA.a50fe5fd-8966-4b48-b012-4db45bd71ff7.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-A2-A04N,TCGA-A2-A04N-01A,Tumor,Primary,Unknown,OCT
0.722269267773343,/fs/scratch/PAS2942/Alejandro/datasets/meth/43d26a72-1a94-40a6-a165-35507e6130da/cdb9a75a-8385-4c05-9dd5-5779c1a92479.methylation_array.sesame.level3betas.txt,1.0,2.0527723106543934,4.26877803246482,18.222465890454224,4.962960934309108,-1.577183330619393,17.829358317062127,19.40654164768152,1.4689873417636783,1.354743241239566,0.4999826527426014,522.0,5.511089866156788,3.1,0.9121057669731016,43d26a72-1a94-40a6-a165-35507e6130da,TCGA-A2-A04N,cdb9a75a-8385-4c05-9dd5-5779c1a92479.methylation_array.sesame.level3betas.txt,tcga-a2-a04n,b7e68bb6-cd5e-4e5a-a96e-86bce27e34e9,TCGA-A2-A04N-01A-01-MSA.8c234a82-e8e8-41dd-8019-58bd895f50e8.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-A2-A04N,TCGA-A2-A04N-01A,Tumor,Primary,Unknown,OCT
0.112930246896954,/fs/scratch/PAS2942/Alejandro/datasets/meth/4410aed4-488f-4896-aa3a-cdc5d7023a6d/41321e81-2d74-43df-92b4-719a8b49d1c3.methylation_array.sesame.level3betas.txt,1.0,0.0184759936007996,0.3738994467643262,0.1398007962906692,0.5146212304932941,-0.970590112442744,0.9237022672495984,1.8942923796923423,0.1162375446290144,-0.4648603764565591,0.4999826527426014,1542.0,1.8679844458846404,1.1,0.7548578213176189,4410aed4-488f-4896-aa3a-cdc5d7023a6d,TCGA-D8-A1XS,41321e81-2d74-43df-92b4-719a8b49d1c3.methylation_array.sesame.level3betas.txt,tcga-d8-a1xs,58d0c0d4-3bcf-452b-99e5-afb389670145,TCGA-D8-A1XS-01A-01-TS1.0bbe79f5-903c-4ef1-a9fe-7479a1141316.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-D8-A1XS,TCGA-D8-A1XS-01A,Tumor,Primary,Solid Tissue,Unknown
0.0934151585967853,/fs/scratch/PAS2942/Alejandro/datasets/meth/4413af73-e358-41bb-a767-6a4300f18f4b/f37a3d16-dbe7-44ce-aca4-47e45d754050.methylation_array.sesame.level3betas.txt,1.0,0.032826219391554,0.3987036186968459,0.1589645755619599,0.5486454172533051,-1.0839959269206192,1.0969447706834854,2.180940697604105,0.2413862195802075,-0.3096726644703231,0.4999826527426014,1559.0,1.8476282051282047,1.2000000000000002,0.7420573424844384,4413af73-e358-41bb-a767-6a4300f18f4b,TCGA-D8-A1Y1,f37a3d16-dbe7-44ce-aca4-47e45d754050.methylation_array.sesame.level3betas.txt,tcga-d8-a1y1,21ea6040-ad67-4cd2-88a2-3a1cc56b8a4c,TCGA-D8-A1Y1-01A-02-TS2.218a98c4-7528-4eb6-83d1-9866a80969d2.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-D8-A1Y1,TCGA-D8-A1Y1-01A,Tumor,Primary,Solid Tissue,Unknown
,/fs/scratch/PAS2942/Alejandro/datasets/meth/441960e5-ea5d-431f-b629-063051e32169/c728239c-fca8-4c7d-93ac-0f4738153a3f.methylation_array.sesame.level3betas.txt,1.0,0.0198147749026926,0.4679010780304053,0.2189314188220154,0.6336219987388125,-1.3553969863506858,1.2299178896726553,2.5853148760233413,0.1405773202170445,-0.2114289994633837,0.4999826527426014,1529.0,1.8838562091503268,1.2000000000000002,0.7583643044831905,441960e5-ea5d-431f-b629-063051e32169,TCGA-EW-A6SB,c728239c-fca8-4c7d-93ac-0f4738153a3f.methylation_array.sesame.level3betas.txt,tcga-ew-a6sb,e971c060-74cd-47fd-a2cc-8639f2b61220,TCGA-EW-A6SB-01A-01-TS1.A3AF72E9-5C7A-467B-A0BB-B02CEBDC5B76.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-EW-A6SB,TCGA-EW-A6SB-01A,Tumor,Primary,Solid Tissue,OCT
0.456803377661375,/fs/scratch/PAS2942/Alejandro/datasets/meth/444d1eb0-a5d2-49ae-bf2b-5a78c5c44dd4/d105447d-b72e-4fd3-8894-10bc6fca8bbd.methylation_array.sesame.level3betas.txt,1.0,1.8568588900062144,4.269833135255485,18.231475002925688,5.22512749714739,-1.836489761862245,17.187048791487847,19.023538553350093,1.4505774526963826,1.4187525208077814,0.4999826527426014,598.0,4.8118530884808015,2.8000000000000003,0.917187461478028,444d1eb0-a5d2-49ae-bf2b-5a78c5c44dd4,TCGA-A8-A09V,d105447d-b72e-4fd3-8894-10bc6fca8bbd.methylation_array.sesame.level3betas.txt,tcga-a8-a09v,e440dc65-b841-441d-a978-e6906e65b9ab,TCGA-A8-A09V-01A-01-BS1.2d168522-0774-4867-a685-672e2fa1d0d0.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-A8-A09V,TCGA-A8-A09V-01A,Tumor,Primary,Solid Tissue,Unknown
0.456803377661375,/fs/scratch/PAS2942/Alejandro/datasets/meth/444d1eb0-a5d2-49ae-bf2b-5a78c5c44dd4/d105447d-b72e-4fd3-8894-10bc6fca8bbd.methylation_array.sesame.level3betas.txt,1.0,1.8568588900062144,4.269833135255485,18.231475002925688,5.22512749714739,-1.836489761862245,17.187048791487847,19.023538553350093,1.4505774526963826,1.4187525208077814,0.4999826527426014,598.0,4.8118530884808015,2.8000000000000003,0.917187461478028,444d1eb0-a5d2-49ae-bf2b-5a78c5c44dd4,TCGA-A8-A09V,d105447d-b72e-4fd3-8894-10bc6fca8bbd.methylation_array.sesame.level3betas.txt,tcga-a8-a09v,e7ce72fc-84e6-49bd-b261-1f57bd0c49a7,TCGA-A8-A09V-01A-01-TS1.14e629f6-1c04-41cc-9143-ac7a14f40f87.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-A8-A09V,TCGA-A8-A09V-01A,Tumor,Primary,Solid Tissue,Unknown
0.119327576602889,/fs/scratch/PAS2942/Alejandro/datasets/meth/4481a7a3-6020-44b0-accf-294d4a7090fb/aaf186e4-54de-4e12-9eac-8e997f59930c.methylation_array.sesame.level3betas.txt,1.0,-0.0065820785188038,0.5162533970896891,0.2665175700066441,0.7569820742022733,-1.4696394761855491,1.074124080240174,2.5437635564257235,-0.1634317877717856,-0.5756219883619123,0.4999826527426014,1523.0,1.8912729658792653,1.2000000000000002,0.7494809409742114,4481a7a3-6020-44b0-accf-294d4a7090fb,TCGA-GM-A3XG,aaf186e4-54de-4e12-9eac-8e997f59930c.methylation_array.sesame.level3betas.txt,tcga-gm-a3xg,829c895f-cae7-4206-885f-97fd0a9f03ef,TCGA-GM-A3XG-01A-03-TSC.ADDD6BD4-A2A0-450B-9728-E5E00F17191B.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-GM-A3XG,TCGA-GM-A3XG-01A,Tumor,Primary,Solid Tissue,Unknown
0.235803834683015,/fs/scratch/PAS2942/Alejandro/datasets/meth/44a3ac8f-dfb7-45c6-9e46-dad17a274172/0cc3c800-ad26-4fca-93e3-959fb534699f.methylation_array.sesame.level3betas.txt,1.0,0.0179042783177326,0.3692989221876509,0.1363816939289606,0.5146745330340354,-1.041367484040792,1.099899172362283,2.141266656403075,0.0995710018925587,-0.3455407361693665,0.4999826527426014,1564.0,1.8417252396166133,1.2000000000000002,0.7212520396944436,44a3ac8f-dfb7-45c6-9e46-dad17a274172,TCGA-C8-A26W,0cc3c800-ad26-4fca-93e3-959fb534699f.methylation_array.sesame.level3betas.txt,tcga-c8-a26w,f0fedcbc-9120-4494-bd1a-fd2773acc964,TCGA-C8-A26W-01A-01-TSA.5870b3d4-a81e-423e-bb93-5897ebc922a3.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-C8-A26W,TCGA-C8-A26W-01A,Tumor,Primary,Solid Tissue,OCT
0.248332751499686,/fs/scratch/PAS2942/Alejandro/datasets/meth/44baa7b7-3067-4f14-a750-ba0801ad17ea/4f9415dd-e520-45f1-a659-55cb6554fc71.methylation_array.sesame.level3betas.txt,1.0,0.0113305906578541,0.4010279502273736,0.1608234168635688,0.5466749536595258,-1.1503701929842365,1.1403361673545056,2.290706360338742,0.058659290092812,-0.2076941859870271,0.4984907886063213,1516.0,1.9,1.2000000000000002,0.721434209468127,44baa7b7-3067-4f14-a750-ba0801ad17ea,TCGA-AR-A0TW,4f9415dd-e520-45f1-a659-55cb6554fc71.methylation_array.sesame.level3betas.txt,tcga-ar-a0tw,28f43ac0-a98b-4b4f-9a60-73541c221984,TCGA-AR-A0TW-01A-01-TSA.9da4de42-ef24-463d-9ad4-188023c3b40b.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-AR-A0TW,TCGA-AR-A0TW-01A,Tumor,Primary,Unknown,OCT
0.248332751499686,/fs/scratch/PAS2942/Alejandro/datasets/meth/44baa7b7-3067-4f14-a750-ba0801ad17ea/4f9415dd-e520-45f1-a659-55cb6554fc71.methylation_array.sesame.level3betas.txt,1.0,0.0113305906578541,0.4010279502273736,0.1608234168635688,0.5466749536595258,-1.1503701929842365,1.1403361673545056,2.290706360338742,0.058659290092812,-0.2076941859870271,0.4984907886063213,1516.0,1.9,1.2000000000000002,0.721434209468127,44baa7b7-3067-4f14-a750-ba0801ad17ea,TCGA-AR-A0TW,4f9415dd-e520-45f1-a659-55cb6554fc71.methylation_array.sesame.level3betas.txt,tcga-ar-a0tw,63941d11-8cc8-4149-ba37-5ec0e3b3d2a5,TCGA-AR-A0TW-01A-01-BSA.70e22d8c-b052-4fcc-9150-8d46663ff942.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-AR-A0TW,TCGA-AR-A0TW-01A,Tumor,Primary,Unknown,OCT
0.441247110899264,/fs/scratch/PAS2942/Alejandro/datasets/meth/44fd5583-6d6a-4589-af2a-76854f207147/8a6ebcbf-1d3f-4b3c-ae8b-33776c1c58df.methylation_array.sesame.level3betas.txt,1.0,-0.013357737327131,0.4885691563345118,0.2386998205214167,0.6733921733669953,-1.670218645421878,1.1621467607769986,2.832365406198877,-0.1652552388765309,-0.2754631950471768,0.4999826527426014,1515.0,1.9012532981530343,1.2000000000000002,0.7379132173060522,44fd5583-6d6a-4589-af2a-76854f207147,TCGA-A2-A0CR,8a6ebcbf-1d3f-4b3c-ae8b-33776c1c58df.methylation_array.sesame.level3betas.txt,tcga-a2-a0cr,f313ac62-dfcc-4f4f-93b6-5a06a1b8638b,TCGA-A2-A0CR-01A-01-TSA.192598C2-7093-4171-B779-6EDE8AD7998B.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-A2-A0CR,TCGA-A2-A0CR-01A,Tumor,Primary,Solid Tissue,OCT
0.441247110899264,/fs/scratch/PAS2942/Alejandro/datasets/meth/44fd5583-6d6a-4589-af2a-76854f207147/8a6ebcbf-1d3f-4b3c-ae8b-33776c1c58df.methylation_array.sesame.level3betas.txt,1.0,-0.013357737327131,0.4885691563345118,0.2386998205214167,0.6733921733669953,-1.670218645421878,1.1621467607769986,2.832365406198877,-0.1652552388765309,-0.2754631950471768,0.4999826527426014,1515.0,1.9012532981530343,1.2000000000000002,0.7379132173060522,44fd5583-6d6a-4589-af2a-76854f207147,TCGA-A2-A0CR,8a6ebcbf-1d3f-4b3c-ae8b-33776c1c58df.methylation_array.sesame.level3betas.txt,tcga-a2-a0cr,b31ff2da-5e41-4c60-ba50-10decfdbe349,TCGA-A2-A0CR-01A-01-BSA.EEDC8A56-25C0-4348-B5CD-E91C2CC3411B.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-A2-A0CR,TCGA-A2-A0CR-01A,Tumor,Primary,Solid Tissue,OCT
0.231060076787642,/fs/scratch/PAS2942/Alejandro/datasets/meth/4532b645-4510-4cbe-bfd1-ef6bfa032125/37659589-9724-4724-aec8-e9537d5b9de8.methylation_array.sesame.level3betas.txt,1.0,-0.0070946742885913,0.5009151480508653,0.2509159855468204,0.7225114356196032,-1.5026643532326418,1.140500476382389,2.6431648296150305,-0.1126955076165682,-0.4386064939778675,0.4999826527426014,1507.0,1.9113395225464191,1.2000000000000002,0.745613598278543,4532b645-4510-4cbe-bfd1-ef6bfa032125,TCGA-LL-A440,37659589-9724-4724-aec8-e9537d5b9de8.methylation_array.sesame.level3betas.txt,tcga-ll-a440,2c9c1bbe-dc6e-44ca-848e-3eb33ed5f914,TCGA-LL-A440-01A-01-TSA.7F50766F-CBFA-40A8-8B9D-3F8CFE42210C.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-LL-A440,TCGA-LL-A440-01A,Tumor,Primary,Solid Tissue,Unknown
0.195633749541826,/fs/scratch/PAS2942/Alejandro/datasets/meth/46187a91-b780-4d4c-a889-a7d36db77158/80f9de65-9d53-42bd-98e4-b68dac6702f6.methylation_array.sesame.level3betas.txt,1.0,-0.0026312409813994,0.4365655862947765,0.190589511136902,0.6066763504425068,-1.3686108066671203,1.1180155765447377,2.486626383211858,-0.1044259075409464,-0.2956767617610261,0.4999826527426014,1517.0,1.8987483530961795,1.2000000000000002,0.7270641724215067,46187a91-b780-4d4c-a889-a7d36db77158,TCGA-AC-A23C,80f9de65-9d53-42bd-98e4-b68dac6702f6.methylation_array.sesame.level3betas.txt,tcga-ac-a23c,4f2531ef-4d46-4f72-b488-d7dab4b0dd29,TCGA-AC-A23C-01A-01-TSA.8c21e006-e57c-43d9-afb3-2503b80c5e41.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-AC-A23C,TCGA-AC-A23C-01A,Tumor,Primary,Solid Tissue,Unknown
0.83194896491121,/fs/scratch/PAS2942/Alejandro/datasets/meth/46333669-dce4-4ed5-b75e-f22836f1d014/aa7994b6-8924-4e0c-b074-df337441195e.methylation_array.sesame.level3betas.txt,1.0,3.819453239500037,7.318682040940653,53.56310681638725,8.669013209021205,-2.0640237443189107,28.052809634944914,30.116833379263824,1.4289424654061729,1.0970410795567318,0.4999826527426014,528.0,5.448582230623819,3.0,0.9172418317934156,46333669-dce4-4ed5-b75e-f22836f1d014,TCGA-B6-A0IA,aa7994b6-8924-4e0c-b074-df337441195e.methylation_array.sesame.level3betas.txt,tcga-b6-a0ia,9d6a34e2-4f34-4a0b-b65b-7fa44348146b,TCGA-B6-A0IA-01A-01-BSA.6a397611-09c6-4511-bfa0-f423c3d35488.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-B6-A0IA,TCGA-B6-A0IA-01A,Tumor,Primary,Solid Tissue,OCT
0.83194896491121,/fs/scratch/PAS2942/Alejandro/datasets/meth/46333669-dce4-4ed5-b75e-f22836f1d014/aa7994b6-8924-4e0c-b074-df337441195e.methylation_array.sesame.level3betas.txt,1.0,3.819453239500037,7.318682040940653,53.56310681638725,8.669013209021205,-2.0640237443189107,28.052809634944914,30.116833379263824,1.4289424654061729,1.0970410795567318,0.4999826527426014,528.0,5.448582230623819,3.0,0.9172418317934156,46333669-dce4-4ed5-b75e-f22836f1d014,TCGA-B6-A0IA,aa7994b6-8924-4e0c-b074-df337441195e.methylation_array.sesame.level3betas.txt,tcga-b6-a0ia,d52ee081-9a2f-4c0f-b504-90a860b8ed4c,TCGA-B6-A0IA-01A-01-TSA.77975eac-fd36-4fd6-915f-279f8ede5437.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-B6-A0IA,TCGA-B6-A0IA-01A,Tumor,Primary,Solid Tissue,OCT
,/fs/scratch/PAS2942/Alejandro/datasets/meth/4686c609-7f6c-4c20-90ca-7e0d1e71eb54/42a6bc09-3251-409d-9035-3577812ebe8f.methylation_array.sesame.level3betas.txt,1.0,0.0095573478320257,0.4113602121582979,0.1692172241469199,0.584069020282487,-1.2368072555477254,1.06238829975465,2.299195555302376,-0.0334466832266519,-0.3506597201355195,0.4999826527426014,1507.0,1.9113395225464191,1.2000000000000002,0.7255440186783414,4686c609-7f6c-4c20-90ca-7e0d1e71eb54,TCGA-BH-A0AW,42a6bc09-3251-409d-9035-3577812ebe8f.methylation_array.sesame.level3betas.txt,tcga-bh-a0aw,5e1457ea-e5a8-4287-80cf-1348e7fb2a16,TCGA-BH-A0AW-01A-01-TSA.d3edff30-ce9c-4bb2-b698-4fdb7a078500.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-BH-A0AW,TCGA-BH-A0AW-01A,Tumor,Primary,Solid Tissue,OCT
,/fs/scratch/PAS2942/Alejandro/datasets/meth/4686c609-7f6c-4c20-90ca-7e0d1e71eb54/42a6bc09-3251-409d-9035-3577812ebe8f.methylation_array.sesame.level3betas.txt,1.0,0.0095573478320257,0.4113602121582979,0.1692172241469199,0.584069020282487,-1.2368072555477254,1.06238829975465,2.299195555302376,-0.0334466832266519,-0.3506597201355195,0.4999826527426014,1507.0,1.9113395225464191,1.2000000000000002,0.7255440186783414,4686c609-7f6c-4c20-90ca-7e0d1e71eb54,TCGA-BH-A0AW,42a6bc09-3251-409d-9035-3577812ebe8f.methylation_array.sesame.level3betas.txt,tcga-bh-a0aw,9636dac6-5a48-4da4-aae5-81614e50d918,TCGA-BH-A0AW-01A-01-BSA.67ef13f7-d5cd-4aca-a66b-2eda7045e905.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-BH-A0AW,TCGA-BH-A0AW-01A,Tumor,Primary,Solid Tissue,OCT
0.493216534401391,/fs/scratch/PAS2942/Alejandro/datasets/meth/468f5542-6a8c-4190-8173-60f9088baf30/ec572229-c704-465d-97c0-ddfb7a73295e.methylation_array.sesame.level3betas.txt,1.0,2.294077935411285,4.70237472968476,22.112328098377823,4.846415050869731,-1.4247786765075825,20.931838108682555,22.356616785190138,1.6765017667475028,2.153195440722622,0.4999826527426014,528.0,5.448582230623819,3.0,0.9181879842079792,468f5542-6a8c-4190-8173-60f9088baf30,TCGA-AN-A0G0,ec572229-c704-465d-97c0-ddfb7a73295e.methylation_array.sesame.level3betas.txt,tcga-an-a0g0,a6eb460c-5a8d-4592-bc8f-f400aef603bd,TCGA-AN-A0G0-01A-01-BS1.1b064e65-a34a-472d-af40-17029cb2e05d.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-AN-A0G0,TCGA-AN-A0G0-01A,Tumor,Primary,Solid Tissue,Unknown
0.493216534401391,/fs/scratch/PAS2942/Alejandro/datasets/meth/468f5542-6a8c-4190-8173-60f9088baf30/ec572229-c704-465d-97c0-ddfb7a73295e.methylation_array.sesame.level3betas.txt,1.0,2.294077935411285,4.70237472968476,22.112328098377823,4.846415050869731,-1.4247786765075825,20.931838108682555,22.356616785190138,1.6765017667475028,2.153195440722622,0.4999826527426014,528.0,5.448582230623819,3.0,0.9181879842079792,468f5542-6a8c-4190-8173-60f9088baf30,TCGA-AN-A0G0,ec572229-c704-465d-97c0-ddfb7a73295e.methylation_array.sesame.level3betas.txt,tcga-an-a0g0,d265c7df-fd46-4491-aa87-92282428a907,TCGA-AN-A0G0-01A-01-TS1.35437324-f765-4522-aea3-c564491b948f.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-AN-A0G0,TCGA-AN-A0G0-01A,Tumor,Primary,Solid Tissue,Unknown
0.150492114404732,/fs/scratch/PAS2942/Alejandro/datasets/meth/472a49a4-8b5e-4933-8d5b-ecb4e1c9319e/a7966f2f-56c7-4447-b3d4-fdfa815769aa.methylation_array.sesame.level3betas.txt,1.0,0.0470597649881882,0.3960508129542832,0.1568562464417486,0.5188074679091177,-0.9826282239282644,1.2184549309343211,2.201083154862585,0.4302987331885757,-0.0702088473255435,0.4999826527426014,1572.0,1.8323585505403688,1.2000000000000002,0.7432974006125709,472a49a4-8b5e-4933-8d5b-ecb4e1c9319e,TCGA-AO-A1KT,a7966f2f-56c7-4447-b3d4-fdfa815769aa.methylation_array.sesame.level3betas.txt,tcga-ao-a1kt,7eec3a43-7a9a-44e1-aa36-f3e01fce54b8,TCGA-AO-A1KT-01A-01-TSA.896a18ea-090c-4adc-aa95-7614c17ff75d.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-AO-A1KT,TCGA-AO-A1KT-01A,Tumor,Primary,Unknown,OCT
0.0831382210825831,/fs/scratch/PAS2942/Alejandro/datasets/meth/474e74fd-ff03-4669-921f-7a5ef8e9ef25/b1196607-f99e-4443-aae9-b75fd5b89b80.methylation_array.sesame.level3betas.txt,1.0,2.312692113943596,5.170864179699283,26.73783636489713,3.856718478459948,-1.379361487468517,32.50178144378023,33.881142931248746,2.4203075062681565,6.5055198887981405,0.4999826527426014,540.0,5.327726432532348,3.0,0.9230582497221814,474e74fd-ff03-4669-921f-7a5ef8e9ef25,TCGA-AN-A0FJ,b1196607-f99e-4443-aae9-b75fd5b89b80.methylation_array.sesame.level3betas.txt,tcga-an-a0fj,8f915d00-62d5-4d39-8652-9115011c892f,TCGA-AN-A0FJ-01A-01-TSA.7dc3dff1-4b42-4320-aa72-43fec160a566.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-AN-A0FJ,TCGA-AN-A0FJ-01A,Tumor,Primary,Unknown,Unknown
0.0831382210825831,/fs/scratch/PAS2942/Alejandro/datasets/meth/474e74fd-ff03-4669-921f-7a5ef8e9ef25/b1196607-f99e-4443-aae9-b75fd5b89b80.methylation_array.sesame.level3betas.txt,1.0,2.312692113943596,5.170864179699283,26.73783636489713,3.856718478459948,-1.379361487468517,32.50178144378023,33.881142931248746,2.4203075062681565,6.5055198887981405,0.4999826527426014,540.0,5.327726432532348,3.0,0.9230582497221814,474e74fd-ff03-4669-921f-7a5ef8e9ef25,TCGA-AN-A0FJ,b1196607-f99e-4443-aae9-b75fd5b89b80.methylation_array.sesame.level3betas.txt,tcga-an-a0fj,d13bd3f5-7513-482d-affb-1d241d562300,TCGA-AN-A0FJ-01A-01-BSA.cef21074-da54-4b5d-859f-1ad06b1b7c7e.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-AN-A0FJ,TCGA-AN-A0FJ-01A,Tumor,Primary,Unknown,Unknown
0.43909842687699,/fs/scratch/PAS2942/Alejandro/datasets/meth/47643dfd-78ea-4874-a99a-7e3c3ecdb794/e56464cf-0947-44cb-9da3-12cd0d0ad16d.methylation_array.sesame.level3betas.txt,1.0,1.7789121077615293,3.9584219958170426,15.669104696968178,5.216561470401501,-1.707716082780976,14.617159232596023,16.324875315377,1.2788132243313546,0.7155375836288611,0.4999826527426014,574.0,5.012695652173913,2.9000000000000004,0.9197396222263744,47643dfd-78ea-4874-a99a-7e3c3ecdb794,TCGA-AO-A0J8,e56464cf-0947-44cb-9da3-12cd0d0ad16d.methylation_array.sesame.level3betas.txt,tcga-ao-a0j8,cc04dac5-af7a-4f46-ac18-c80d23f22153,TCGA-AO-A0J8-01A-02-TSB.0fbb2777-df10-4bbb-9d37-e76cf0993444.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-AO-A0J8,TCGA-AO-A0J8-01A,Tumor,Primary,Solid Tissue,OCT
0.43909842687699,/fs/scratch/PAS2942/Alejandro/datasets/meth/47643dfd-78ea-4874-a99a-7e3c3ecdb794/e56464cf-0947-44cb-9da3-12cd0d0ad16d.methylation_array.sesame.level3betas.txt,1.0,1.7789121077615293,3.9584219958170426,15.669104696968178,5.216561470401501,-1.707716082780976,14.617159232596023,16.324875315377,1.2788132243313546,0.7155375836288611,0.4999826527426014,574.0,5.012695652173913,2.9000000000000004,0.9197396222263744,47643dfd-78ea-4874-a99a-7e3c3ecdb794,TCGA-AO-A0J8,e56464cf-0947-44cb-9da3-12cd0d0ad16d.methylation_array.sesame.level3betas.txt,tcga-ao-a0j8,c37fdd4f-0f46-4fae-b057-026aef732ff0,TCGA-AO-A0J8-01A-02-BSB.74af0d3a-ced8-495f-b765-bcaf313e3f08.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-AO-A0J8,TCGA-AO-A0J8-01A,Tumor,Primary,Solid Tissue,OCT
